NAME,STATE_UT,Coal_OpenCast,Coal_BelowGround,TOT_AREA,TOT_POP,M_POP,F_POP,TOT_LIT,M_LIT,F_LIT,TOT_W,M_W,F_W,TOT_CULT,TOT_AGLB,TOT_NNW,R_TOT_POP,R_TOT_LIT,U_TOT_POP,U_TOT_LIT,ID
Rae Bareli,Uttar Pradesh,0,0,4586,2872335,0.512555116,0.487444884,0.438509784,0.550524035,0.320725231,0.356332392,0.479253242,0.227079398,0.127309315,0.03976869,0.643667608,0.904607924,0.418986067,0.095392076,0.623654187,2759
Tonk,Rajasthan,0,0,7194,1211671,0.517001727,0.482998273,0.42377345,0.574529561,0.262403992,0.439625938,0.492763826,0.382747102,0.216878179,0.018603235,0.560374062,0.791058794,0.385711886,0.208941206,0.567875877,2231
Supaul,Bihar,0,0,2410,1732578,0.520730957,0.479269043,0.293796297,0.413387393,0.163859287,0.420311236,0.50354187,0.329880258,0.108041312,0.157052092,0.579688764,0.949088584,0.282387784,0.050911416,0.506473336,436
Kishanganj,Bihar,0,0,1884,1296348,0.516490942,0.483509058,0.241823955,0.332752348,0.14469301,0.321789365,0.527194303,0.102373021,0.077766155,0.155680419,0.678210635,0.900483512,0.21521322,0.099516488,0.482613481,416
Wokha,Nagaland,0,0,1628,161223,0.518970618,0.481029382,0.695918076,0.740755348,0.64754426,0.348920439,0.376311701,0.31936869,0.19676473,0.001432798,0.651079561,0.766559362,0.66523178,0.233440638,0.796684026,1907
Koch Bihar,West Bengal,0,0,3387,2479155,0.513115961,0.486884039,0.5594507,0.641616107,0.472858455,0.389933264,0.549133948,0.222155301,0.117216552,0.075993635,0.610066736,0.908993992,0.538887979,0.091006008,0.764837025,2808
Marigaon,Assam,0,0,1704,776256,0.513910359,0.486089641,0.47315834,0.527882364,0.415302255,0.338579025,0.502424008,0.165356584,0.142503246,0.037233851,0.661420975,0.951062536,0.45954721,0.048937464,0.73768032,317
Barmer,Rajasthan,219665,0,28387,1964835,0.528414345,0.471585655,0.459085368,0.568384017,0.336615626,0.468094776,0.512965605,0.417816764,0.250563533,0.009522428,0.531905224,0.925996839,0.445309,0.074003161,0.631468185,2205
Uttar Dinajpur,West Bengal,0,0,3140,2441794,0.515906338,0.484093662,0.378196113,0.463557076,0.287225574,0.383129781,0.51889958,0.23843774,0.094278223,0.100460153,0.616870219,0.879415299,0.333585893,0.120584701,0.703535149,2815
Pali,Rajasthan,0,0,12387,1820251,0.504796317,0.495203683,0.44295924,0.584089346,0.299095291,0.398232442,0.485348085,0.309429274,0.119926318,0.026772681,0.601767558,0.785256539,0.404502282,0.214743461,0.583585538,2226
Dhubri,Assam,0,0,2798,1637344,0.513663592,0.486336408,0.381941119,0.44402671,0.316366947,0.287270116,0.482345751,0.081233204,0.092174277,0.052426369,0.712729884,0.88246636,0.343503119,0.11753364,0.670541407,306
Azamgarh,Uttar Pradesh,0,0,4210,3939916,0.495039742,0.504960258,0.454415018,0.561548696,0.349386102,0.304534919,0.408962195,0.202159235,0.103336721,0.027269109,0.695465081,0.924541285,0.443901428,0.075458715,0.583230463,2706
Darbhanga,Bihar,0,0,2279,3295789,0.52254225,0.47745775,0.354261756,0.453290551,0.245882054,0.312082479,0.461236833,0.148844052,0.05987853,0.103784253,0.687917521,0.918881943,0.329766702,0.081118057,0.631734668,408
Jalaun,Uttar Pradesh,0,0,4565,1454452,0.540850437,0.459149563,0.537682234,0.647736388,0.408045091,0.359503786,0.492186398,0.203211687,0.124186291,0.046698688,0.640496214,0.765873332,0.515483075,0.234126668,0.610299948,2735
Muzaffarpur,Bihar,0,0,3172,3746714,0.520847334,0.479152666,0.384591405,0.474502246,0.286856746,0.304221246,0.467198506,0.127062111,0.067148707,0.09667965,0.695778754,0.907024395,0.356429761,0.092975605,0.659322584,421
Siwan,Bihar,0,0,2219,2714349,0.492303311,0.507696689,0.411895081,0.529584676,0.297773837,0.269102094,0.414822309,0.12780012,0.089735329,0.04498353,0.730897906,0.944926389,0.401959561,0.055073611,0.58236392,435
Dhubri,Assam,0,0,2798,1637344,0.513663592,0.486336408,0.381941119,0.44402671,0.316366947,0.287270116,0.482345751,0.081233204,0.092174277,0.052426369,0.712729884,0.88246636,0.343503119,0.11753364,0.670541407,306
Gwalior,Madhya Pradesh,0,0,4560,1632109,0.541212015,0.458787985,0.585350611,0.678412167,0.475569985,0.325118604,0.476488056,0.146554717,0.073441173,0.020499244,0.674881396,0.397706893,0.436791809,0.602293107,0.683447134,1415
Mau,Uttar Pradesh,0,0,1713,1853997,0.503519153,0.496480847,0.496211159,0.60037728,0.390568338,0.323301494,0.420033572,0.225198104,0.084814053,0.026207702,0.676698506,0.805625899,0.478126414,0.194374101,0.571167331,2752
Dhubri,Assam,0,0,2798,1637344,0.513663592,0.486336408,0.381941119,0.44402671,0.316366947,0.287270116,0.482345751,0.081233204,0.092174277,0.052426369,0.712729884,0.88246636,0.343503119,0.11753364,0.670541407,306
Datia,Madhya Pradesh,0,0,2691,628240,0.538380237,0.461619763,0.59429199,0.69875411,0.47245938,0.503024322,0.563666359,0.432298419,0.22893321,0.041558958,0.496975678,0.781056603,0.575949019,0.218943397,0.659728533,1409
Zunheboto,Nagaland,0,0,1255,153955,0.513500698,0.486499302,0.578993862,0.616107569,0.539820291,0.368828554,0.393518519,0.342768261,0.194336007,0.004436361,0.631171446,0.850079569,0.547557192,0.149920431,0.75724622,1908
Goalpara,Assam,0,0,1824,822035,0.51123249,0.48876751,0.467948445,0.524155802,0.409157657,0.333227904,0.482121399,0.177490891,0.099666073,0.034826984,0.666772096,0.918614171,0.450719277,0.081385829,0.662416669,308
Saran,Bihar,0,0,2641,3248701,0.508714406,0.491285594,0.414815029,0.537806604,0.287460214,0.265010538,0.420773528,0.103721711,0.080636537,0.05852493,0.734989462,0.908074951,0.401171297,0.091925049,0.549593654,431
Ballia,Uttar Pradesh,0,0,2981,2761620,0.511936472,0.488063528,0.470267452,0.583725546,0.351259714,0.287669918,0.414767848,0.154355171,0.072375997,0.044451807,0.712330082,0.902251577,0.459146374,0.097748423,0.572918828,2708
Sheopur,Madhya Pradesh,0,0,6606,559495,0.527792027,0.472207973,0.370934503,0.495965079,0.231186459,0.40979276,0.494305733,0.315331683,0.167111413,0.043146051,0.59020724,0.841694743,0.339031351,0.158305257,0.54056068,1438
Fatehpur,Uttar Pradesh,0,0,4152,2308384,0.52833584,0.47166416,0.460248815,0.566435608,0.341303401,0.376718951,0.485531345,0.254832464,0.135425042,0.054613097,0.623281049,0.897005871,0.444315123,0.102994129,0.599019979,2725
Jaunpur,Uttar Pradesh,0,0,4038,3911679,0.496437208,0.503562792,0.478483536,0.602513102,0.356209031,0.310739966,0.40402533,0.218774622,0.112009447,0.022334143,0.689260034,0.926013612,0.467973656,0.073986388,0.610025189,2737
Karbi Anglong,Assam,0,0,10434,813311,0.519174092,0.480825908,0.470390785,0.550981646,0.383372415,0.406339027,0.489776199,0.316247337,0.179360663,0.018369357,0.593660973,0.886968208,0.441413067,0.113031792,0.69778092,313
Pratapgarh,Uttar Pradesh,0,0,3717,2731174,0.499033749,0.500966251,0.468029866,0.596311085,0.340243498,0.335308552,0.428910714,0.242067465,0.120043249,0.032663243,0.664691448,0.947072211,0.45891722,0.052927789,0.631088513,2758
Hamirpur,Uttar Pradesh,0,0,4317,1043724,0.540182079,0.459817921,0.470053386,0.592267484,0.326479456,0.391578617,0.491859716,0.273771001,0.130266239,0.05794827,0.608421383,0.833473217,0.443151982,0.166526783,0.604695986,2732
Madhepura,Bihar,0,0,1788,1526646,0.522177374,0.477822626,0.282632647,0.383012619,0.172934722,0.448025279,0.517011215,0.372635599,0.109819172,0.177582098,0.551974721,0.955479528,0.26992642,0.044520472,0.555328321,418
Purnia,Bihar,0,0,3229,2543942,0.522188399,0.477811601,0.275191022,0.360345434,0.182127887,0.377642258,0.509806032,0.23320376,0.075322079,0.186192924,0.622357742,0.912577409,0.244927945,0.087422591,0.591097942,427
Ri Bhoi,Meghalaya,0,0,2376,192790,0.515166762,0.484833238,0.512236112,0.53860792,0.484214355,0.463753307,0.517917015,0.406200854,0.218859899,0.054753877,0.536246693,0.931635458,0.506625466,0.068364542,0.588694992,1704
Samastipur,Bihar,0,0,2904,3394793,0.518644878,0.481355122,0.356767555,0.455839522,0.250020654,0.315770063,0.468382886,0.151334587,0.073276927,0.107021547,0.684229937,0.963634012,0.346314566,0.036365988,0.633753189,430
Saharsa,Bihar,0,0,1702,1508182,0.523432848,0.476567152,0.308700807,0.408094681,0.199532522,0.390846065,0.488549995,0.283533913,0.092168584,0.129150858,0.609153935,0.917008027,0.28350741,0.082991973,0.587071672,429
Rajsamand,Rajasthan,0,0,3860,987024,0.499946303,0.500053697,0.454949424,0.600353829,0.309576246,0.407141062,0.514131873,0.300173229,0.111742977,0.01685268,0.592858938,0.869584731,0.421526947,0.130415269,0.677804277,2227
East Garo Hills,Meghalaya,0,0,2603,250582,0.508711719,0.491288281,0.482373036,0.526734864,0.436437924,0.446943515,0.479744889,0.412978848,0.222306471,0.027715478,0.553056485,0.856705589,0.451901712,0.143294411,0.664550088,1701
West Garo Hills,Meghalaya,0,0,3715,518390,0.508157951,0.491842049,0.407992052,0.458716746,0.355584666,0.401938695,0.477963284,0.323392139,0.177331739,0.038382299,0.598061305,0.886228515,0.365985216,0.113771485,0.735206348,1706
Kishanganj,Bihar,0,0,1884,1296348,0.516490942,0.483509058,0.241823955,0.332752348,0.14469301,0.321789365,0.527194303,0.102373021,0.077766155,0.155680419,0.678210635,0.900483512,0.21521322,0.099516488,0.482613481,416
Vaishali,Bihar,0,0,2036,2718421,0.520744579,0.479255421,0.403966494,0.507016445,0.291995505,0.287930751,0.452542839,0.109068189,0.077382054,0.085563642,0.712069249,0.931336978,0.394098428,0.068663022,0.537815756,437
Kohima,Nagaland,0,0,3114,310084,0.523248539,0.476751461,0.632667277,0.685025054,0.575203101,0.435440074,0.470511738,0.396947907,0.204202732,0.003079811,0.564559926,0.751583442,0.596406841,0.248416558,0.742373101,1902
Dimapur,Nagaland,0,0,927,309024,0.539320571,0.460679429,0.651567516,0.694617282,0.601168859,0.33429766,0.465388239,0.180829019,0.075084783,0.00852361,0.66570234,0.629155017,0.634448422,0.370844983,0.68061082,1901
Bhilwara,Rajasthan,0,0,10455,2013789,0.509810114,0.490189886,0.416802853,0.552737544,0.27542727,0.466706293,0.544179613,0.386132044,0.220685981,0.014446896,0.533293707,0.793994803,0.361419892,0.206005197,0.630262432,2207
Jhansi,Uttar Pradesh,0,0,5024,1744931,0.534587328,0.465412672,0.549459549,0.66198015,0.420214921,0.370219224,0.491283401,0.231161181,0.119209871,0.02849339,0.629780776,0.592098484,0.474183848,0.407901516,0.658727661,2738
Ghazipur,Uttar Pradesh,0,0,3377,3037582,0.506040989,0.493959011,0.475664854,0.594760012,0.353656692,0.313904941,0.41732346,0.207956861,0.108937306,0.034704248,0.686095059,0.923172444,0.463785192,0.076827556,0.618412821,2729
Shivpuri,Madhya Pradesh,0,0,10277,1441950,0.538291896,0.461708104,0.473355526,0.599693374,0.326061944,0.452352717,0.520453755,0.37295572,0.242768473,0.041126946,0.547647283,0.833785499,0.442136047,0.166214501,0.629962491,1439
Banda,Uttar Pradesh,0,0,4418,1537334,0.537647642,0.462352358,0.436460782,0.560110533,0.292674348,0.402879921,0.489154842,0.302554904,0.14686854,0.05511034,0.597120079,0.841271968,0.404328099,0.158728032,0.606766714,2710
Rajsamand,Rajasthan,0,0,3860,987024,0.499946303,0.500053697,0.454949424,0.600353829,0.309576246,0.407141062,0.514131873,0.300173229,0.111742977,0.01685268,0.592858938,0.869584731,0.421526947,0.130415269,0.677804277,2227
Bundi,Rajasthan,0,0,5550,962620,0.524420851,0.475579149,0.454772392,0.586924397,0.309048453,0.474680559,0.537768067,0.405114001,0.188723484,0.02319503,0.525319441,0.813465334,0.416976776,0.186534666,0.619596574,2209
Katihar,Bihar,0,0,3057,2392638,0.521128562,0.478871438,0.27380615,0.355980405,0.18438058,0.375454206,0.508587088,0.230573258,0.066920696,0.158596495,0.624545794,0.908771406,0.240538255,0.091228594,0.60520348,414
Rajsamand,Rajasthan,0,0,3860,987024,0.499946303,0.500053697,0.454949424,0.600353829,0.309576246,0.407141062,0.514131873,0.300173229,0.111742977,0.01685268,0.592858938,0.869584731,0.421526947,0.130415269,0.677804277,2227
Ajmer,Rajasthan,0,0,8481,2181670,0.517915175,0.482084825,0.535762054,0.657157144,0.405344426,0.392730798,0.497925517,0.279717614,0.119452988,0.016757805,0.607269202,0.599079604,0.424028725,0.400920396,0.702720779,2201
West Khasi Hills,Meghalaya,0,0,5247,296049,0.508088188,0.491911812,0.498532338,0.509749433,0.486946371,0.436059571,0.463618293,0.407594589,0.221483606,0.051170583,0.563940429,0.883134211,0.479906369,0.116865789,0.639285508,1707
Ajmer,Rajasthan,0,0,8481,2181670,0.517915175,0.482084825,0.535762054,0.657157144,0.405344426,0.392730798,0.497925517,0.279717614,0.119452988,0.016757805,0.607269202,0.599079604,0.424028725,0.400920396,0.702720779,2201
Rajsamand,Rajasthan,0,0,3860,987024,0.499946303,0.500053697,0.454949424,0.600353829,0.309576246,0.407141062,0.514131873,0.300173229,0.111742977,0.01685268,0.592858938,0.869584731,0.421526947,0.130415269,0.677804277,2227
Phek,Nagaland,0,0,2026,148195,0.52053713,0.47946287,0.57736091,0.640813575,0.508472429,0.481784136,0.484269066,0.479086329,0.277890617,0.004311886,0.518215864,0.913195452,0.563167345,0.086804548,0.726679104,1905
Kota,Rajasthan,0,0,5443,1568525,0.527328541,0.472671459,0.617638227,0.717017197,0.506767629,0.345140817,0.48049395,0.194136205,0.07231061,0.018667219,0.654859183,0.465372245,0.54485936,0.534627755,0.680989343,2224
Jalor,Rajasthan,0,0,10640,1448940,0.509255042,0.490744958,0.365077229,0.505187835,0.219681883,0.501890347,0.541361739,0.460930161,0.233514155,0.026171546,0.498109653,0.924086574,0.350791593,0.075913426,0.538974853,2219
Kaushambi,Uttar Pradesh,0,0,1836,1293154,0.527616974,0.472383026,0.372543409,0.495695379,0.234991749,0.391858201,0.473474622,0.300698683,0.112611491,0.074734332,0.608141799,0.929022375,0.362658767,0.070977625,0.501922972,2743
North Cachar Hills,Assam,0,0,4888,188079,0.530745059,0.469254941,0.565475146,0.637234277,0.484312859,0.373242095,0.486105267,0.245589585,0.133863961,0.008246535,0.626757905,0.683989175,0.471914741,0.316010825,0.767981829,319
Begusarai,Bihar,0,0,1918,2349366,0.523066223,0.476933777,0.381568474,0.472350298,0.282005583,0.317564398,0.461888688,0.159280031,0.052661867,0.104103831,0.682435602,0.95419062,0.368403069,0.04580938,0.655798482,404
Bhojpur,Bihar,0,0,2474,2243144,0.525873952,0.474126048,0.478350922,0.605441116,0.337389625,0.291470811,0.440913148,0.125717773,0.087364431,0.069147589,0.708529189,0.860724947,0.458719241,0.139275053,0.599675431,406
Buxar,Bihar,0,0,1624,1402396,0.526494656,0.473505344,0.457907039,0.581582818,0.320390879,0.291063295,0.445875556,0.118926212,0.091832835,0.068965542,0.708936705,0.908033109,0.442290929,0.091966891,0.61209236,407
Allahabad,Uttar Pradesh,0,0,5425,4936105,0.532089167,0.467910833,0.50787858,0.6226611,0.377352568,0.338596728,0.433660594,0.230493965,0.080927776,0.031715087,0.661403272,0.755518774,0.445569434,0.244481226,0.70043214,2703
Jaintia Hills,Meghalaya,0,0,3819,299108,0.501126683,0.498873317,0.401801356,0.387901875,0.415763619,0.424184575,0.479475085,0.368644323,0.174649291,0.057066344,0.575815425,0.916227583,0.370620797,0.083772417,0.742826356,1703
Khagaria,Bihar,0,0,1486,1280354,0.530530619,0.469469381,0.323483974,0.408125229,0.227833908,0.364930324,0.484966883,0.229281285,0.076000856,0.124324991,0.635069676,0.940386018,0.307978974,0.059613982,0.568068966,415
Patna,Bihar,0,0,3202,4718592,0.534045325,0.465954675,0.519964642,0.609407677,0.417451163,0.302133984,0.449419074,0.133325905,0.057424545,0.066548877,0.697866016,0.58429718,0.413129203,0.41570282,0.670128757,425
Rajsamand,Rajasthan,0,0,3860,987024,0.499946303,0.500053697,0.454949424,0.600353829,0.309576246,0.407141062,0.514131873,0.300173229,0.111742977,0.01685268,0.592858938,0.869584731,0.421526947,0.130415269,0.677804277,2227
Ukhrul,Manipur,0,0,4544,140778,0.521850005,0.478149995,0.621894046,0.683427482,0.554736826,0.472481496,0.488259716,0.455261242,0.257284519,0.005405674,0.527518504,1,0.621894046,0,0,1609
East Khasi Hills,Meghalaya,0,0,2820,660923,0.504677549,0.495322451,0.628151842,0.637490894,0.618636405,0.388187429,0.485359148,0.289180438,0.08005925,0.033961596,0.611812571,0.5797574,0.530172898,0.4202426,0.763321428,1702
Mahoba,Uttar Pradesh,0,0,2850,708447,0.535948349,0.464051651,0.431453588,0.550992781,0.293393885,0.423139628,0.506374921,0.32700848,0.157606709,0.051986952,0.576860372,0.781359791,0.397283363,0.218640209,0.553568546,2749
Senapati,Manipur,0,0,3271,156513,0.512609176,0.487390824,0.514378997,0.584843575,0.440268474,0.459310089,0.502069051,0.414338712,0.222773827,0.019474421,0.540689911,1,0.514378997,0,0,1606
Dakshin Dinajpur,West Bengal,0,0,2219,1503178,0.512470912,0.487529088,0.531859168,0.606614006,0.453279898,0.407621719,0.556215153,0.251426295,0.110080776,0.094863682,0.592378281,0.869041457,0.499604998,0.130958543,0.745897975,2818
Varanasi,Uttar Pradesh,0,0,1578,3138671,0.525441182,0.474558818,0.539847917,0.637049043,0.432224851,0.312888481,0.446752248,0.164671792,0.051357087,0.011901534,0.687111519,0.59837428,0.491794367,0.40162572,0.611441958,2770
Rajsamand,Rajasthan,0,0,3860,987024,0.499946303,0.500053697,0.454949424,0.600353829,0.309576246,0.407141062,0.514131873,0.300173229,0.111742977,0.01685268,0.592858938,0.869584731,0.421526947,0.130415269,0.677804277,2227
South Garo Hills,Meghalaya,0,0,1849,100980,0.515022777,0.484977223,0.433907704,0.487242102,0.377269107,0.473836403,0.509373738,0.436097441,0.195801149,0.028480887,0.526163597,0.914408794,0.409781561,0.085591206,0.691657989,1705
Chitrakoot,Uttar Pradesh,0,0,3206,766225,0.534018076,0.465981924,0.512900258,0.617415892,0.393124715,0.422794871,0.47705644,0.360610788,0.181325329,0.050636562,0.577205129,0.900081569,0.499035039,0.099918431,0.637800418,2720
Tikamgarh,Madhya Pradesh,0,0,5048,1202998,0.530269377,0.469730623,0.450955031,0.557822148,0.330314908,0.470638355,0.522003784,0.412652964,0.226680344,0.031833802,0.529361645,0.823164295,0.425241728,0.176835705,0.570649594,1441
Patna,Bihar,0,0,3202,4718592,0.534045325,0.465954675,0.519964642,0.609407677,0.417451163,0.302133984,0.449419074,0.133325905,0.057424545,0.066548877,0.697866016,0.58429718,0.413129203,0.41570282,0.670128757,425
Chandauli,Uttar Pradesh,0,0,2554,1643251,0.520384896,0.479615104,0.477884389,0.59354853,0.352388191,0.321090935,0.442593639,0.189259866,0.07619895,0.042850423,0.678909065,0.894381321,0.459690561,0.105618679,0.631950126,2719
Datia,Madhya Pradesh,0,0,2691,628240,0.538380237,0.461619763,0.59429199,0.69875411,0.47245938,0.503024322,0.563666359,0.432298419,0.22893321,0.041558958,0.496975678,0.781056603,0.575949019,0.218943397,0.659728533,1409
Sant Ravidas Nagar,Uttar Pradesh,0,0,960,1353705,0.521529432,0.478470568,0.461994305,0.604382172,0.306792567,0.287089137,0.412555577,0.150331631,0.055837128,0.011702697,0.712910863,0.871844309,0.449997458,0.128155691,0.543608958,2763
Maldah,West Bengal,0,0,3733,3290468,0.51342423,0.48657577,0.40501959,0.474586926,0.331613641,0.407451463,0.525526132,0.282861626,0.074733746,0.074981127,0.592548537,0.926776373,0.381946649,0.073223627,0.697049058,2810
Munger,Bihar,0,0,1419,1137797,0.534128671,0.465871329,0.487197628,0.575304823,0.38618137,0.291309434,0.428682145,0.1338095,0.037678074,0.068678332,0.708690566,0.720647005,0.427940728,0.279352995,0.640062672,420
Bhagalpur,Bihar,0,0,2569,2423172,0.533044291,0.466955709,0.398520204,0.482077299,0.303137213,0.352985673,0.474309763,0.214490497,0.055057586,0.093555885,0.647014327,0.813291421,0.353496267,0.186708579,0.594641788,405
Datia,Madhya Pradesh,0,0,2691,628240,0.538380237,0.461619763,0.59429199,0.69875411,0.47245938,0.503024322,0.563666359,0.432298419,0.22893321,0.041558958,0.496975678,0.781056603,0.575949019,0.218943397,0.659728533,1409
Nalanda,Bihar,0,0,2355,2370528,0.522499207,0.477500793,0.428374185,0.536958289,0.309557402,0.380988539,0.482592833,0.269809325,0.108944505,0.115643435,0.619011461,0.850822686,0.404207152,0.149177314,0.566209219,422
Baran,Rajasthan,0,0,6992,1021653,0.523795261,0.476204739,0.484627364,0.617927746,0.338005328,0.427126431,0.49182172,0.355965683,0.173647021,0.040733987,0.572873569,0.8316307,0.459733439,0.1683693,0.607586548,2204
Tamenglong,Manipur,0,0,4391,111499,0.520309599,0.479690401,0.509592014,0.591736477,0.420491727,0.456174495,0.466025442,0.44548939,0.305070001,0.003569539,0.543825505,1,0.509592014,0,0,1607
Datia,Madhya Pradesh,0,0,2691,628240,0.538380237,0.461619763,0.59429199,0.69875411,0.47245938,0.503024322,0.563666359,0.432298419,0.22893321,0.041558958,0.496975678,0.781056603,0.575949019,0.218943397,0.659728533,1409
Kaimur (Bhabua),Bihar,0,0,3362,1289074,0.525666486,0.474333514,0.435858609,0.553694311,0.305270578,0.34356988,0.466437828,0.207405009,0.092030403,0.104413711,0.65643012,0.967593016,0.428942058,0.032406984,0.642369838,413
Chhatarpur,Madhya Pradesh,0,0,8687,1474723,0.534970296,0.465029704,0.428127859,0.527853443,0.31340352,0.401750024,0.492788361,0.297019496,0.178996327,0.038087153,0.598249976,0.780097686,0.377035329,0.219902314,0.609377265,1406
Rohtas,Bihar,0,0,3851,2450748,0.523711536,0.476288464,0.491803727,0.607418863,0.364677027,0.303655455,0.456812507,0.135248869,0.090803706,0.066349131,0.696344545,0.866650508,0.472632492,0.133349492,0.616399332,428
Sahibganj,Jharkhand,10314,0,1599,927770,0.514849586,0.485150414,0.297303211,0.380428001,0.209089818,0.418255602,0.511707023,0.31908342,0.104118478,0.07936342,0.581744398,0.894229173,0.26250333,0.105770827,0.591515423,1118
Kaushambi,Uttar Pradesh,0,0,1836,1293154,0.527616974,0.472383026,0.372543409,0.495695379,0.234991749,0.391858201,0.473474622,0.300698683,0.112611491,0.074734332,0.608141799,0.929022375,0.362658767,0.070977625,0.501922972,2743
Lakhisarai,Bihar,0,0,1228,802225,0.520641965,0.479358035,0.378367665,0.481162252,0.266720062,0.364777961,0.486319409,0.232768955,0.098524728,0.110119979,0.635222039,0.853233195,0.35795379,0.146766805,0.497044335,417
Jehanabad,Bihar,0,0,1569,1514315,0.518350541,0.481649459,0.445161674,0.563619663,0.317677335,0.383609091,0.480677652,0.279144027,0.107597825,0.114933815,0.616390909,0.926295388,0.435002991,0.073704612,0.57283267,412
Sirohi,Rajasthan,0,0,5136,851107,0.514563974,0.485436026,0.432305221,0.558316151,0.298733172,0.404067879,0.501179361,0.30112935,0.103511074,0.026899086,0.595932121,0.822713243,0.384323717,0.177286757,0.654967195,2230
Sheikhpura,Bihar,0,0,689,525502,0.521390975,0.478609025,0.384460954,0.492412187,0.266860165,0.369924377,0.480196502,0.249795237,0.116151794,0.108977701,0.630075623,0.84526605,0.362460574,0.15473395,0.504642554,432
Mahoba,Uttar Pradesh,0,0,2850,708447,0.535948349,0.464051651,0.431453588,0.550992781,0.293393885,0.423139628,0.506374921,0.32700848,0.157606709,0.051986952,0.576860372,0.781359791,0.397283363,0.218640209,0.553568546,2749
Mirzapur,Uttar Pradesh,0,0,4522,2116042,0.527044832,0.472955168,0.441910416,0.558288777,0.312222408,0.337771651,0.455803144,0.206241451,0.082741741,0.049871883,0.662228349,0.864602877,0.419526044,0.135397123,0.584849881,2754
Datia,Madhya Pradesh,0,0,2691,628240,0.538380237,0.461619763,0.59429199,0.69875411,0.47245938,0.503024322,0.563666359,0.432298419,0.22893321,0.041558958,0.496975678,0.781056603,0.575949019,0.218943397,0.659728533,1409
Godda,Jharkhand,9755595,0,2110,1047939,0.519155218,0.480844782,0.347181468,0.465963168,0.21893605,0.402638894,0.508693247,0.288134853,0.09056634,0.077664826,0.597361106,0.964684967,0.33440858,0.035315033,0.696092737,1108
Lalitpur,Uttar Pradesh,0,0,5039,977734,0.531241626,0.468758374,0.393247039,0.510628344,0.260219366,0.431983546,0.504427113,0.349883597,0.202867037,0.021326864,0.568016454,0.8548235,0.353101856,0.1451765,0.629628586,2746
Chittaurgarh,Rajasthan,0,0,10856,1803524,0.509038416,0.490961584,0.447515531,0.587612179,0.30226063,0.51584509,0.567462146,0.462327533,0.287948483,0.025631486,0.48415491,0.83960901,0.40234901,0.16039099,0.683951616,2210
Mahoba,Uttar Pradesh,0,0,2850,708447,0.535948349,0.464051651,0.431453588,0.550992781,0.293393885,0.423139628,0.506374921,0.32700848,0.157606709,0.051986952,0.576860372,0.781359791,0.397283363,0.218640209,0.553568546,2749
Rewa,Madhya Pradesh,0,0,6314,1973306,0.515220143,0.484779857,0.502410675,0.611758585,0.386196594,0.437316361,0.49386586,0.377216008,0.125253255,0.090526761,0.562683639,0.837550284,0.475350977,0.162449716,0.64192374,1431
Tikamgarh,Madhya Pradesh,0,0,5048,1202998,0.530269377,0.469730623,0.450955031,0.557822148,0.330314908,0.470638355,0.522003784,0.412652964,0.226680344,0.031833802,0.529361645,0.823164295,0.425241728,0.176835705,0.570649594,1441
Bhilwara,Rajasthan,0,0,10455,2013789,0.509810114,0.490189886,0.416802853,0.552737544,0.27542727,0.466706293,0.544179613,0.386132044,0.220685981,0.014446896,0.533293707,0.793994803,0.361419892,0.206005197,0.630262432,2207
Mahoba,Uttar Pradesh,0,0,2850,708447,0.535948349,0.464051651,0.431453588,0.550992781,0.293393885,0.423139628,0.506374921,0.32700848,0.157606709,0.051986952,0.576860372,0.781359791,0.397283363,0.218640209,0.553568546,2749
Satna,Madhya Pradesh,0,0,7502,1870104,0.519434213,0.480565787,0.526619375,0.62915433,0.415791336,0.39850404,0.484065201,0.306022646,0.109708337,0.073041392,0.60149596,0.793833391,0.493322897,0.206166609,0.654825666,1433
Jamui,Bihar,0,0,3098,1398796,0.521261142,0.478738858,0.340479241,0.460438216,0.209865334,0.426521809,0.498831497,0.347789469,0.100913214,0.084901587,0.573478191,0.92619081,0.322005601,0.07380919,0.572294758,411
Mahoba,Uttar Pradesh,0,0,2850,708447,0.535948349,0.464051651,0.431453588,0.550992781,0.293393885,0.423139628,0.506374921,0.32700848,0.157606709,0.051986952,0.576860372,0.781359791,0.397283363,0.218640209,0.553568546,2749
Guna,Madhya Pradesh,0,0,11064,1666767,0.530380071,0.469619929,0.478766978,0.599373317,0.342556407,0.409768132,0.514449899,0.291542478,0.166706564,0.053043407,0.590231868,0.787125015,0.440279156,0.212874985,0.621079273,1414
Aurangabad,Bihar,0,0,3305,2013055,0.517097148,0.482902852,0.457397339,0.571136804,0.335603995,0.33332969,0.456428534,0.201514232,0.098644597,0.082505942,0.66667031,0.915522924,0.444014047,0.084477076,0.602439182,402
Panna,Madhya Pradesh,0,0,7135,856558,0.525999407,0.474000593,0.491060734,0.589185638,0.382171331,0.436170113,0.512585756,0.351371521,0.164389335,0.065621943,0.563829887,0.873699154,0.469777144,0.126300846,0.638292169,1427
Panna,Madhya Pradesh,0,0,7135,856558,0.525999407,0.474000593,0.491060734,0.589185638,0.382171331,0.436170113,0.512585756,0.351371521,0.164389335,0.065621943,0.563829887,0.873699154,0.469777144,0.126300846,0.638292169,1427
