NAME,STATE_UT,Coal_OpenCast,Coal_BelowGround,TOT_AREA,TOT_POP,M_POP,F_POP,TOT_LIT,M_LIT,F_LIT,TOT_W,M_W,F_W,TOT_CULT,TOT_AGLB,TOT_NNW,R_TOT_POP,R_TOT_LIT,U_TOT_POP,U_TOT_LIT,ID
Solapur,Maharashtra,0,0,14895,3849543,0.516846545,0.483153455,0.607039589,0.695984114,0.511892447,0.452791669,0.530845291,0.369294916,0.136581147,0.098036053,0.547208331,0.681706634,0.577809584,0.318293366,0.669643119,1531
Visakhapatnam,Andhra Pradesh,0,0,11161,3832336,0.503660692,0.496339308,0.52247924,0.606716309,0.436999609,0.418220375,0.55411028,0.280325991,0.105395508,0.069190175,0.581779625,0.600531112,0.41004077,0.399468888,0.691510674,3
Bidar,Karnataka,0,0,5448,1502373,0.51320278,0.48679722,0.511429585,0.607727147,0.409908512,0.371148177,0.474990338,0.261673259,0.084474362,0.083105194,0.628851823,0.770446487,0.475789159,0.229553513,0.631048931,1207
Latur,Maharashtra,0,0,7157,2080285,0.516879658,0.483120342,0.603058716,0.69793082,0.501557171,0.404039831,0.488680381,0.313484798,0.125898134,0.116349923,0.595960169,0.764329887,0.57980194,0.235670113,0.678485541,1516
Bidar,Karnataka,0,0,5448,1502373,0.51320278,0.48679722,0.511429585,0.607727147,0.409908512,0.371148177,0.474990338,0.261673259,0.084474362,0.083105194,0.628851823,0.770446487,0.475789159,0.229553513,0.631048931,1207
Medak,Andhra Pradesh,0,0,9700,2670097,0.506515681,0.493484319,0.438611032,0.545831774,0.328558928,0.484498129,0.553414332,0.413762066,0.140027123,0.122251738,0.515501871,0.856363271,0.401805672,0.143636729,0.658044868,17
Satara,Maharashtra,0,0,10480,2808994,0.501363121,0.498636879,0.679583865,0.759077799,0.599655307,0.464101383,0.536689659,0.391116239,0.18341691,0.065941401,0.535898617,0.858269188,0.665908573,0.141730812,0.762396357,1529
Ratnagiri,Maharashtra,0,0,8208,1696777,0.468239492,0.531760508,0.645832069,0.727918761,0.573550975,0.449904142,0.511996254,0.395229192,0.17226365,0.026596306,0.550095858,0.886721119,0.629187913,0.113278881,0.776118704,1526
East Godavari,Andhra Pradesh,0,0,10807,4901420,0.501821921,0.498178079,0.572839708,0.611746434,0.533648404,0.395847326,0.58412166,0.20619589,0.042553587,0.152301986,0.604152674,0.764989534,0.542305913,0.235010466,0.672231169,4
Nalgonda,Andhra Pradesh,0,0,14240,3247982,0.50862043,0.49137957,0.491272119,0.594358925,0.384568344,0.490971317,0.549410105,0.430482108,0.119437546,0.140989698,0.509028683,0.866785592,0.458980984,0.133214408,0.701380703,23
Gulbarga,Karnataka,0,0,16224,3130922,0.508728419,0.491271581,0.414397101,0.510337527,0.315047528,0.431205888,0.510591798,0.348999079,0.107731844,0.093339598,0.568794112,0.727677342,0.347821908,0.272322658,0.592293645,1216
Rangareddi,Andhra Pradesh,0,0,7493,3575064,0.514459881,0.485540119,0.569047435,0.648152729,0.485230468,0.402120354,0.533545886,0.262866848,0.076245908,0.059240618,0.597879646,0.457957396,0.445568635,0.542042604,0.673371393,15
Sangli,Maharashtra,0,0,8572,2583524,0.510964094,0.489035906,0.664919699,0.742002806,0.584380214,0.471702605,0.560893668,0.378512248,0.167628015,0.074119691,0.528297395,0.754901445,0.641178359,0.245098555,0.738042823,1527
West Godavari,Andhra Pradesh,0,0,7742,3803517,0.502176801,0.497823199,0.646460105,0.685116212,0.60746594,0.441258709,0.599523674,0.281609672,0.053240987,0.199583175,0.558741291,0.802580874,0.630042291,0.197419126,0.713204517,5
Bijapur,Karnataka,0,0,10494,1806918,0.512709487,0.487290513,0.479579594,0.587062727,0.366489721,0.397479576,0.504807734,0.284552762,0.110212528,0.090263642,0.602520424,0.780793041,0.435289465,0.219206959,0.637336558,1208
Hyderabad,Andhra Pradesh,0,0,217,3829753,0.517310908,0.482689092,0.688020611,0.731688752,0.641220288,0.292405803,0.472836547,0.099033312,0.002678502,0.001380507,0.707594197,0,0,1,0.688020611,16
Mahbubnagar,Andhra Pradesh,0,0,18432,3513934,0.507220682,0.492779318,0.374941874,0.477133431,0.269755497,0.518885386,0.562380354,0.474115757,0.150519332,0.150011924,0.481114614,0.894319301,0.342538087,0.105680699,0.649157814,14
Kolhapur,Maharashtra,0,0,7685,3523162,0.513024947,0.486975053,0.671075301,0.756317394,0.581273329,0.469172295,0.565999436,0.367165552,0.159470385,0.061733466,0.530827705,0.701872068,0.634431127,0.298127932,0.757345388,1515
Krishna,Andhra Pradesh,0,0,8727,4187841,0.505606827,0.494393173,0.606511565,0.654699322,0.55723083,0.439748548,0.581617747,0.294661521,0.047628122,0.160612115,0.560251452,0.679202959,0.569015052,0.320797041,0.685900523,6
Belgaum,Karnataka,0,0,13415,4214505,0.510164302,0.489835698,0.546986894,0.642646587,0.447357242,0.445550308,0.558980322,0.327412851,0.146911915,0.091427582,0.554449692,0.759712944,0.497990202,0.240287056,0.701899197,1205
West Godavari,Andhra Pradesh,0,0,7742,3803517,0.502176801,0.497823199,0.646460105,0.685116212,0.60746594,0.441258709,0.599523674,0.281609672,0.053240987,0.199583175,0.558741291,0.802580874,0.630042291,0.197419126,0.713204517,5
Guntur,Andhra Pradesh,0,0,11391,4465144,0.503965606,0.496034394,0.550030413,0.625434446,0.473420728,0.490532668,0.590940501,0.388519391,0.083085114,0.186652659,0.509467332,0.712045121,0.509497752,0.287954879,0.650258213,7
Bagalkot,Karnataka,0,0,6575,1651892,0.505025147,0.494974853,0.481136176,0.592802851,0.367202148,0.435657416,0.536760696,0.332501269,0.108666305,0.094662363,0.564342584,0.710320045,0.42638396,0.289679955,0.615393296,1201
Yanam,Pondicherry,0,0,20,31394,0.506243231,0.493756769,0.63263681,0.675706286,0.588478163,0.315442441,0.522871705,0.102767563,0.008249984,0.059469962,0.684557559,0,0,1,0.63263681,3604
Sindhudurg,Maharashtra,0,0,5207,868825,0.480982937,0.519017063,0.705457371,0.785371749,0.631399204,0.466129543,0.546452416,0.391692816,0.122510287,0.027580928,0.533870457,0.905252496,0.695834488,0.094747504,0.797397928,1530
Raichur,Karnataka,0,0,6827,1669762,0.50416766,0.49583234,0.405326627,0.509927065,0.298967777,0.438842182,0.528949682,0.347219907,0.117549687,0.103620157,0.561157818,0.747965878,0.349518186,0.252034122,0.570950273,1223
Prakasam,Andhra Pradesh,0,0,17626,3059423,0.507393714,0.492606286,0.500789201,0.604562684,0.393900567,0.502560123,0.576502965,0.42639761,0.117571189,0.166782429,0.497439877,0.847236554,0.473768496,0.152763446,0.650647883,8
Kurnool,Andhra Pradesh,0,0,17658,3529494,0.508915442,0.491084558,0.451104889,0.558763599,0.339537178,0.494467479,0.562875025,0.42357611,0.10313943,0.177217188,0.505532521,0.768390596,0.412562914,0.231609404,0.578972285,13
Koppal,Karnataka,0,0,7189,1196089,0.504403936,0.495596064,0.446912395,0.563463017,0.328290403,0.463599281,0.536591349,0.389309977,0.131669968,0.111551064,0.536400719,0.83421635,0.419172437,0.16578365,0.586498699,1220
Gadag,Karnataka,0,0,4656,971835,0.507836207,0.492163793,0.567341164,0.679674915,0.451430268,0.471085112,0.562171121,0.37709857,0.133863259,0.132260106,0.528914888,0.647900106,0.525777731,0.352099894,0.643822165,1215
Krishna,Andhra Pradesh,0,0,8727,4187841,0.505606827,0.494393173,0.606511565,0.654699322,0.55723083,0.439748548,0.581617747,0.294661521,0.047628122,0.160612115,0.560251452,0.679202959,0.569015052,0.320797041,0.685900523,6
Belgaum,Karnataka,0,0,13415,4214505,0.510164302,0.489835698,0.546986894,0.642646587,0.447357242,0.445550308,0.558980322,0.327412851,0.146911915,0.091427582,0.554449692,0.759712944,0.497990202,0.240287056,0.701899197,1205
Bellary,Karnataka,0,0,8450,2027140,0.507963929,0.492036071,0.48367799,0.581847969,0.382330118,0.454246377,0.546096295,0.359423155,0.119232515,0.134553114,0.545753623,0.651306767,0.418662567,0.348693233,0.605117069,1206
Krishna,Andhra Pradesh,0,0,8727,4187841,0.505606827,0.494393173,0.606511565,0.654699322,0.55723083,0.439748548,0.581617747,0.294661521,0.047628122,0.160612115,0.560251452,0.679202959,0.569015052,0.320797041,0.685900523,6
North Goa,Goa,0,0,1736,758573,0.512148468,0.487851532,0.747018415,0.804603323,0.686565551,0.40553513,0.55921205,0.24420449,0.020815399,0.008335388,0.59446487,0.549484361,0.734509049,0.450515639,0.762275822,601
Dharwad,Karnataka,0,0,4260,1604253,0.513138514,0.486861486,0.61869917,0.697909631,0.53521354,0.426673349,0.560152769,0.285989739,0.098607888,0.081613686,0.573326651,0.450263144,0.518728127,0.549736856,0.700580667,1214
Uttara Kannada,Karnataka,0,0,10291,1353644,0.507427359,0.492572641,0.667844721,0.735605844,0.598040098,0.429417188,0.576332555,0.278071233,0.085381385,0.034226133,0.570582812,0.713430562,0.630410539,0.286569438,0.761039202,1227
South Goa,Goa,0,0,1966,589095,0.507127034,0.492872966,0.711080556,0.764669652,0.655941643,0.365351938,0.528753523,0.197224719,0.023575145,0.009368608,0.634648062,0.441808197,0.677973005,0.558191803,0.737285146,602
South Goa,Goa,0,0,1966,589095,0.507127034,0.492872966,0.711080556,0.764669652,0.655941643,0.365351938,0.528753523,0.197224719,0.023575145,0.009368608,0.634648062,0.441808197,0.677973005,0.558191803,0.737285146,602
South Goa,Goa,0,0,1966,589095,0.507127034,0.492872966,0.711080556,0.764669652,0.655941643,0.365351938,0.528753523,0.197224719,0.023575145,0.009368608,0.634648062,0.441808197,0.677973005,0.558191803,0.737285146,602
South Goa,Goa,0,0,1966,589095,0.507127034,0.492872966,0.711080556,0.764669652,0.655941643,0.365351938,0.528753523,0.197224719,0.023575145,0.009368608,0.634648062,0.441808197,0.677973005,0.558191803,0.737285146,602
South Goa,Goa,0,0,1966,589095,0.507127034,0.492872966,0.711080556,0.764669652,0.655941643,0.365351938,0.528753523,0.197224719,0.023575145,0.009368608,0.634648062,0.441808197,0.677973005,0.558191803,0.737285146,602
Cuddapah,Andhra Pradesh,0,0,15359,2601797,0.506608702,0.493391298,0.546065662,0.657809426,0.431328406,0.447984989,0.56569453,0.32712214,0.096867281,0.115012432,0.552015011,0.774097287,0.520658436,0.225902713,0.633128202,11
Anantapur,Andhra Pradesh,0,0,19130,3640478,0.510808745,0.489191255,0.487322819,0.593702476,0.376242216,0.488269947,0.578330254,0.394229851,0.134063714,0.126986621,0.511730053,0.747405973,0.446307584,0.252594027,0.60868369,12
Haveri,Karnataka,0,0,4823,1439116,0.514530448,0.485469552,0.581960731,0.666950271,0.491883598,0.463280236,0.582380896,0.337050041,0.130090973,0.132548036,0.536719764,0.792219668,0.565797968,0.207780332,0.643585713,1218
Nellore,Andhra Pradesh,0,0,13076,2668564,0.503992035,0.496007965,0.570668719,0.644622231,0.495524803,0.454065183,0.58314268,0.322909969,0.072882269,0.143295795,0.545934817,0.775518594,0.536514488,0.224481406,0.688661749,9
Chitradurga,Karnataka,0,0,8440,1517896,0.511379568,0.488620432,0.559781434,0.648028074,0.467424411,0.475549708,0.569951084,0.376751272,0.163833359,0.096860391,0.524450292,0.819330178,0.526096403,0.180669822,0.712541661,1211
Davanagere,Karnataka,0,0,5924,1790952,0.512411835,0.487588165,0.583834743,0.660944421,0.502799323,0.437633728,0.567366419,0.301296197,0.122832996,0.094998638,0.562366272,0.696810411,0.541774777,0.303189589,0.680499744,1213
Uttara Kannada,Karnataka,0,0,10291,1353644,0.507427359,0.492572641,0.667844721,0.735605844,0.598040098,0.429417188,0.576332555,0.278071233,0.085381385,0.034226133,0.570582812,0.713430562,0.630410539,0.286569438,0.761039202,1227
Shimoga,Karnataka,0,0,8477,1642545,0.505653726,0.494346274,0.650779126,0.71504854,0.585039644,0.435099799,0.586772282,0.279958029,0.119470091,0.087274321,0.564900201,0.652362645,0.604396497,0.347637355,0.737818952,1224
Tumkur,Karnataka,0,0,10597,2584711,0.508297059,0.491702941,0.590195577,0.675399851,0.502115807,0.509511121,0.602395644,0.413491907,0.205458947,0.06475192,0.490488879,0.80376839,0.558210819,0.19623161,0.721205752,1225
Tumkur,Karnataka,0,0,10597,2584711,0.508297059,0.491702941,0.590195577,0.675399851,0.502115807,0.509511121,0.602395644,0.413491907,0.205458947,0.06475192,0.490488879,0.80376839,0.558210819,0.19623161,0.721205752,1225
Chittoor,Andhra Pradesh,0,0,15151,3745875,0.504472253,0.495527747,0.581169954,0.674152903,0.486508618,0.46797584,0.580274542,0.353650094,0.130300664,0.119444723,0.53202416,0.783487169,0.54651813,0.216512831,0.706563259,10
Kolar,Karnataka,0,0,8223,2536069,0.507160097,0.492839903,0.545043136,0.634009826,0.453491386,0.486985173,0.581037994,0.390199508,0.159597393,0.085138456,0.513014827,0.753349377,0.494346642,0.246650623,0.699886335,1202
Udupi,Karnataka,0,0,3880,1112243,0.46952959,0.53047041,0.728783189,0.783436832,0.680408195,0.438908584,0.551386264,0.33935242,0.074898201,0.052050676,0.561091416,0.814471298,0.709692126,0.185528702,0.812592984,1226
Chikmagalur,Karnataka,0,0,7201,1140905,0.503907863,0.496092137,0.634242115,0.704009838,0.56337523,0.452865927,0.59427981,0.309224126,0.117987037,0.057735745,0.547134073,0.804783045,0.610375296,0.195216955,0.732633214,1210
Andamans,Andaman & Nicobar,0,0,6408,314084,0.542272131,0.457727869,0.721463048,0.770454265,0.663422947,0.371336967,0.55989643,0.147949779,0.048843621,0.008239834,0.628663033,0.630041645,0.695112337,0.369958355,0.766338491,441
Andamans,Andaman & Nicobar,0,0,6408,314084,0.542272131,0.457727869,0.721463048,0.770454265,0.663422947,0.371336967,0.55989643,0.147949779,0.048843621,0.008239834,0.628663033,0.630041645,0.695112337,0.369958355,0.766338491,441
Andamans,Andaman & Nicobar,0,0,6408,314084,0.542272131,0.457727869,0.721463048,0.770454265,0.663422947,0.371336967,0.55989643,0.147949779,0.048843621,0.008239834,0.628663033,0.630041645,0.695112337,0.369958355,0.766338491,441
Andamans,Andaman & Nicobar,0,0,6408,314084,0.542272131,0.457727869,0.721463048,0.770454265,0.663422947,0.371336967,0.55989643,0.147949779,0.048843621,0.008239834,0.628663033,0.630041645,0.695112337,0.369958355,0.766338491,441
Chittoor,Andhra Pradesh,0,0,15151,3745875,0.504472253,0.495527747,0.581169954,0.674152903,0.486508618,0.46797584,0.580274542,0.353650094,0.130300664,0.119444723,0.53202416,0.783487169,0.54651813,0.216512831,0.706563259,10
Thiruvallur,Tamil Nadu,0,0,3424,2754756,0.507270698,0.492729302,0.677267606,0.749790863,0.602604047,0.376475085,0.55010244,0.197723651,0.028735394,0.057657738,0.623524915,0.455457398,0.586904646,0.544542602,0.752847511,2424
Hassan,Karnataka,0,0,6814,1721669,0.498984416,0.501015584,0.606727542,0.69065146,0.52314386,0.502251594,0.607941463,0.396990203,0.236441499,0.034568782,0.497748406,0.823036251,0.576336136,0.176963749,0.748074165,1217
Bangalore Rural,Karnataka,0,0,5815,1881514,0.511387638,0.488612362,0.569396242,0.650568551,0.484440316,0.474368514,0.596062288,0.347002331,0.173149921,0.055780079,0.525631486,0.783474372,0.54356639,0.216525628,0.662858742,1204
Andamans,Andaman & Nicobar,0,0,6408,314084,0.542272131,0.457727869,0.721463048,0.770454265,0.663422947,0.371336967,0.55989643,0.147949779,0.048843621,0.008239834,0.628663033,0.630041645,0.695112337,0.369958355,0.766338491,441
Andamans,Andaman & Nicobar,0,0,6408,314084,0.542272131,0.457727869,0.721463048,0.770454265,0.663422947,0.371336967,0.55989643,0.147949779,0.048843621,0.008239834,0.628663033,0.630041645,0.695112337,0.369958355,0.766338491,441
Thiruvallur,Tamil Nadu,0,0,3424,2754756,0.507270698,0.492729302,0.677267606,0.749790863,0.602604047,0.376475085,0.55010244,0.197723651,0.028735394,0.057657738,0.623524915,0.455457398,0.586904646,0.544542602,0.752847511,2424
Bangalore,Karnataka,0,0,2190,6537124,0.52417531,0.47582469,0.731600777,0.777171475,0.681399442,0.392667173,0.579678859,0.186652414,0.011999008,0.005826874,0.607332827,0.118880566,0.610614345,0.881119434,0.747924257,1203
Vellore,Tamil Nadu,0,0,6077,3477317,0.500697233,0.499302767,0.633693161,0.715115822,0.5520431,0.410425624,0.54667411,0.27379662,0.06695967,0.066928324,0.589574376,0.623848502,0.588374969,0.376151498,0.70885353,2429
Dakshina Kannada,Karnataka,0,0,4560,1897730,0.494503433,0.505496567,0.733369868,0.785310421,0.682558877,0.49869581,0.582250856,0.416957852,0.02351599,0.017522514,0.50130419,0.615697702,0.697748599,0.384302298,0.790439352,1212
Chennai,Tamil Nadu,0,0,174,4343645,0.510985359,0.489014641,0.768178569,0.810970657,0.723463895,0.342653232,0.541171838,0.135215474,0.003487624,0.001346565,0.657346768,0,0,1,0.768178569,2402
Andamans,Andaman & Nicobar,0,0,6408,314084,0.542272131,0.457727869,0.721463048,0.770454265,0.663422947,0.371336967,0.55989643,0.147949779,0.048843621,0.008239834,0.628663033,0.630041645,0.695112337,0.369958355,0.766338491,441
Mandya,Karnataka,0,0,4961,1763705,0.503504838,0.496495162,0.539466634,0.620776907,0.457008397,0.476507693,0.612146607,0.338953785,0.208181073,0.067469333,0.523492307,0.839703919,0.510454493,0.160296081,0.691445449,1221
Kancheepuram,Tamil Nadu,0,0,4433,2877468,0.506432044,0.493567956,0.678442992,0.74726298,0.607829317,0.397894607,0.551832846,0.239944206,0.039476025,0.059069293,0.602105393,0.466556709,0.589719792,0.533443291,0.756041502,2408
Andamans,Andaman & Nicobar,0,0,6408,314084,0.542272131,0.457727869,0.721463048,0.770454265,0.663422947,0.371336967,0.55989643,0.147949779,0.048843621,0.008239834,0.628663033,0.630041645,0.695112337,0.369958355,0.766338491,441
Andamans,Andaman & Nicobar,0,0,6408,314084,0.542272131,0.457727869,0.721463048,0.770454265,0.663422947,0.371336967,0.55989643,0.147949779,0.048843621,0.008239834,0.628663033,0.630041645,0.695112337,0.369958355,0.766338491,441
Andamans,Andaman & Nicobar,0,0,6408,314084,0.542272131,0.457727869,0.721463048,0.770454265,0.663422947,0.371336967,0.55989643,0.147949779,0.048843621,0.008239834,0.628663033,0.630041645,0.695112337,0.369958355,0.766338491,441
Andamans,Andaman & Nicobar,0,0,6408,314084,0.542272131,0.457727869,0.721463048,0.770454265,0.663422947,0.371336967,0.55989643,0.147949779,0.048843621,0.008239834,0.628663033,0.630041645,0.695112337,0.369958355,0.766338491,441
Andamans,Andaman & Nicobar,0,0,6408,314084,0.542272131,0.457727869,0.721463048,0.770454265,0.663422947,0.371336967,0.55989643,0.147949779,0.048843621,0.008239834,0.628663033,0.630041645,0.695112337,0.369958355,0.766338491,441
Dharmapuri,Tamil Nadu,0,0,9622,2856300,0.515911144,0.484088856,0.530833946,0.615462029,0.440642712,0.494783461,0.578984621,0.405047215,0.178773588,0.105054791,0.505216539,0.84037181,0.501971792,0.15962819,0.682780417,2405
Andamans,Andaman & Nicobar,0,0,6408,314084,0.542272131,0.457727869,0.721463048,0.770454265,0.663422947,0.371336967,0.55989643,0.147949779,0.048843621,0.008239834,0.628663033,0.630041645,0.695112337,0.369958355,0.766338491,441
Tiruvannamalai,Tamil Nadu,0,0,6191,2186125,0.501279204,0.498720796,0.593356281,0.694800152,0.491392009,0.487064097,0.577780536,0.395882289,0.148205158,0.112746526,0.512935903,0.816679742,0.568472312,0.183320258,0.704212735,2427
Andamans,Andaman & Nicobar,0,0,6408,314084,0.542272131,0.457727869,0.721463048,0.770454265,0.663422947,0.371336967,0.55989643,0.147949779,0.048843621,0.008239834,0.628663033,0.630041645,0.695112337,0.369958355,0.766338491,441
Kodagu,Karnataka,0,0,4102,548561,0.501003535,0.498996465,0.68094706,0.729859441,0.631837942,0.485594127,0.609116148,0.361575275,0.034389977,0.016058378,0.514405873,0.862582283,0.663681186,0.137417717,0.789326364,1219
Kasaragod,Kerala,0,0,1992,1204078,0.488409389,0.511590611,0.734055435,0.778946169,0.691198792,0.347024861,0.491127953,0.209451375,0.01433462,0.021150623,0.652975139,0.805909584,0.724291977,0.194090416,0.774595635,1305
Mysore,Karnataka,0,0,6854,2641027,0.509146631,0.490853369,0.557038985,0.621858895,0.489803349,0.420391007,0.581996326,0.252762935,0.136734308,0.054050943,0.579608993,0.628126483,0.451899121,0.371873517,0.734629295,1222
Andamans,Andaman & Nicobar,0,0,6408,314084,0.542272131,0.457727869,0.721463048,0.770454265,0.663422947,0.371336967,0.55989643,0.147949779,0.048843621,0.008239834,0.628663033,0.630041645,0.695112337,0.369958355,0.766338491,441
Viluppuram,Tamil Nadu,0,0,7250,2960373,0.50413985,0.49586015,0.557540553,0.654882401,0.458573325,0.488173956,0.574581793,0.400323312,0.138734545,0.14550734,0.511826044,0.855789456,0.531971741,0.144210544,0.7092737,2430
Andamans,Andaman & Nicobar,0,0,6408,314084,0.542272131,0.457727869,0.721463048,0.770454265,0.663422947,0.371336967,0.55989643,0.147949779,0.048843621,0.008239834,0.628663033,0.630041645,0.695112337,0.369958355,0.766338491,441
Mandya,Karnataka,0,0,4961,1763705,0.503504838,0.496495162,0.539466634,0.620776907,0.457008397,0.476507693,0.612146607,0.338953785,0.208181073,0.067469333,0.523492307,0.839703919,0.510454493,0.160296081,0.691445449,1221
Bangalore Rural,Karnataka,0,0,5815,1881514,0.511387638,0.488612362,0.569396242,0.650568551,0.484440316,0.474368514,0.596062288,0.347002331,0.173149921,0.055780079,0.525631486,0.783474372,0.54356639,0.216525628,0.662858742,1204
Bangalore Rural,Karnataka,0,0,5815,1881514,0.511387638,0.488612362,0.569396242,0.650568551,0.484440316,0.474368514,0.596062288,0.347002331,0.173149921,0.055780079,0.525631486,0.783474372,0.54356639,0.216525628,0.662858742,1204
Bangalore Rural,Karnataka,0,0,5815,1881514,0.511387638,0.488612362,0.569396242,0.650568551,0.484440316,0.474368514,0.596062288,0.347002331,0.173149921,0.055780079,0.525631486,0.783474372,0.54356639,0.216525628,0.662858742,1204
Bangalore Rural,Karnataka,0,0,5815,1881514,0.511387638,0.488612362,0.569396242,0.650568551,0.484440316,0.474368514,0.596062288,0.347002331,0.173149921,0.055780079,0.525631486,0.783474372,0.54356639,0.216525628,0.662858742,1204
Chamarajanagar,Karnataka,0,0,5101,965462,0.507466891,0.492533109,0.448179214,0.519802425,0.374384361,0.464408749,0.613546557,0.310749029,0.120833342,0.116305976,0.535591251,0.846612295,0.415907322,0.153387705,0.626301573,1209
Andamans,Andaman & Nicobar,0,0,6408,314084,0.542272131,0.457727869,0.721463048,0.770454265,0.663422947,0.371336967,0.55989643,0.147949779,0.048843621,0.008239834,0.628663033,0.630041645,0.695112337,0.369958355,0.766338491,441
Andamans,Andaman & Nicobar,0,0,6408,314084,0.542272131,0.457727869,0.721463048,0.770454265,0.663422947,0.371336967,0.55989643,0.147949779,0.048843621,0.008239834,0.628663033,0.630041645,0.695112337,0.369958355,0.766338491,441
Andamans,Andaman & Nicobar,0,0,6408,314084,0.542272131,0.457727869,0.721463048,0.770454265,0.663422947,0.371336967,0.55989643,0.147949779,0.048843621,0.008239834,0.628663033,0.630041645,0.695112337,0.369958355,0.766338491,441
Kannur,Kerala,0,0,2966,2408956,0.47855461,0.52144539,0.818364055,0.842340979,0.79635932,0.318476967,0.499290868,0.152535667,0.014568967,0.026357061,0.681523033,0.49650471,0.801310639,0.50349529,0.835180699,1304
Andamans,Andaman & Nicobar,0,0,6408,314084,0.542272131,0.457727869,0.721463048,0.770454265,0.663422947,0.371336967,0.55989643,0.147949779,0.048843621,0.008239834,0.628663033,0.630041645,0.695112337,0.369958355,0.766338491,441
Mandya,Karnataka,0,0,4961,1763705,0.503504838,0.496495162,0.539466634,0.620776907,0.457008397,0.476507693,0.612146607,0.338953785,0.208181073,0.067469333,0.523492307,0.839703919,0.510454493,0.160296081,0.691445449,1221
Andamans,Andaman & Nicobar,0,0,6408,314084,0.542272131,0.457727869,0.721463048,0.770454265,0.663422947,0.371336967,0.55989643,0.147949779,0.048843621,0.008239834,0.628663033,0.630041645,0.695112337,0.369958355,0.766338491,441
Andamans,Andaman & Nicobar,0,0,6408,314084,0.542272131,0.457727869,0.721463048,0.770454265,0.663422947,0.371336967,0.55989643,0.147949779,0.048843621,0.008239834,0.628663033,0.630041645,0.695112337,0.369958355,0.766338491,441
Andamans,Andaman & Nicobar,0,0,6408,314084,0.542272131,0.457727869,0.721463048,0.770454265,0.663422947,0.371336967,0.55989643,0.147949779,0.048843621,0.008239834,0.628663033,0.630041645,0.695112337,0.369958355,0.766338491,441
Andamans,Andaman & Nicobar,0,0,6408,314084,0.542272131,0.457727869,0.721463048,0.770454265,0.663422947,0.371336967,0.55989643,0.147949779,0.048843621,0.008239834,0.628663033,0.630041645,0.695112337,0.369958355,0.766338491,441
Andamans,Andaman & Nicobar,0,0,6408,314084,0.542272131,0.457727869,0.721463048,0.770454265,0.663422947,0.371336967,0.55989643,0.147949779,0.048843621,0.008239834,0.628663033,0.630041645,0.695112337,0.369958355,0.766338491,441
Andamans,Andaman & Nicobar,0,0,6408,314084,0.542272131,0.457727869,0.721463048,0.770454265,0.663422947,0.371336967,0.55989643,0.147949779,0.048843621,0.008239834,0.628663033,0.630041645,0.695112337,0.369958355,0.766338491,441
Andamans,Andaman & Nicobar,0,0,6408,314084,0.542272131,0.457727869,0.721463048,0.770454265,0.663422947,0.371336967,0.55989643,0.147949779,0.048843621,0.008239834,0.628663033,0.630041645,0.695112337,0.369958355,0.766338491,441
Andamans,Andaman & Nicobar,0,0,6408,314084,0.542272131,0.457727869,0.721463048,0.770454265,0.663422947,0.371336967,0.55989643,0.147949779,0.048843621,0.008239834,0.628663033,0.630041645,0.695112337,0.369958355,0.766338491,441
Pondicherry,Pondicherry,0,0,290,735332,0.502396197,0.497603803,0.709785512,0.776914581,0.642009926,0.361278987,0.536015137,0.184859963,0.010959675,0.060610717,0.638721013,0.311931209,0.617265328,0.688068791,0.751728895,3601
Andamans,Andaman & Nicobar,0,0,6408,314084,0.542272131,0.457727869,0.721463048,0.770454265,0.663422947,0.371336967,0.55989643,0.147949779,0.048843621,0.008239834,0.628663033,0.630041645,0.695112337,0.369958355,0.766338491,441
Pondicherry,Pondicherry,0,0,290,735332,0.502396197,0.497603803,0.709785512,0.776914581,0.642009926,0.361278987,0.536015137,0.184859963,0.010959675,0.060610717,0.638721013,0.311931209,0.617265328,0.688068791,0.751728895,3601
Pondicherry,Pondicherry,0,0,290,735332,0.502396197,0.497603803,0.709785512,0.776914581,0.642009926,0.361278987,0.536015137,0.184859963,0.010959675,0.060610717,0.638721013,0.311931209,0.617265328,0.688068791,0.751728895,3601
Pondicherry,Pondicherry,0,0,290,735332,0.502396197,0.497603803,0.709785512,0.776914581,0.642009926,0.361278987,0.536015137,0.184859963,0.010959675,0.060610717,0.638721013,0.311931209,0.617265328,0.688068791,0.751728895,3601
Wayanad,Kerala,0,0,2131,780619,0.501234277,0.498765723,0.738817528,0.775875156,0.70157649,0.395343951,0.558165271,0.231716776,0.055322763,0.066711161,0.604656049,0.962066001,0.737973148,0.037933999,0.760232338,1314
Andamans,Andaman & Nicobar,0,0,6408,314084,0.542272131,0.457727869,0.721463048,0.770454265,0.663422947,0.371336967,0.55989643,0.147949779,0.048843621,0.008239834,0.628663033,0.630041645,0.695112337,0.369958355,0.766338491,441
Andamans,Andaman & Nicobar,0,0,6408,314084,0.542272131,0.457727869,0.721463048,0.770454265,0.663422947,0.371336967,0.55989643,0.147949779,0.048843621,0.008239834,0.628663033,0.630041645,0.695112337,0.369958355,0.766338491,441
Salem,Tamil Nadu,0,0,5220,3016346,0.518386485,0.481613515,0.575014272,0.653460243,0.490578662,0.482254025,0.603043681,0.352241633,0.094608178,0.093423964,0.517745975,0.539116534,0.503831722,0.460883466,0.658279767,2419
